Stock,Date,Actual,Predicted
Banking_ICICIBANK,2024-06-11,1108.65576171875,1122.369
Banking_ICICIBANK,2024-06-12,1109.994384765625,1122.0144
Banking_ICICIBANK,2024-06-13,1097.8984375,1121.8156
Banking_ICICIBANK,2024-06-14,1096.212890625,1121.2594
Banking_ICICIBANK,2024-06-18,1113.26611328125,1120.4227
Banking_ICICIBANK,2024-06-19,1134.681640625,1120.0846
Banking_ICICIBANK,2024-06-20,1146.9263916015625,1120.9163
Banking_ICICIBANK,2024-06-21,1148.7606201171875,1122.9774
Banking_ICICIBANK,2024-06-24,1160.11279296875,1125.8665
Banking_ICICIBANK,2024-06-25,1187.72509765625,1129.6521
Banking_ICICIBANK,2024-06-26,1207.6040039062502,1134.9641
Banking_ICICIBANK,2024-06-27,1209.4877929687498,1141.8617
Banking_ICICIBANK,2024-06-28,1189.3609619140625,1149.6385
Banking_ICICIBANK,2024-07-01,1201.5064697265625,1156.946
Banking_ICICIBANK,2024-07-02,1180.4378662109375,1164.1395
Banking_ICICIBANK,2024-07-03,1191.3438720703125,1170.1589
Banking_ICICIBANK,2024-07-04,1222.4759521484375,1175.5868
Banking_ICICIBANK,2024-07-05,1222.87255859375,1181.5894
Banking_ICICIBANK,2024-07-08,1224.508544921875,1187.7487
Banking_ICICIBANK,2024-07-09,1237.5958251953125,1193.8519
Banking_ICICIBANK,2024-07-10,1232.5888671875002,1200.189
Banking_ICICIBANK,2024-07-11,1227.87939453125,1206.2445
Banking_ICICIBANK,2024-07-12,1222.3768310546873,1211.7064
Banking_ICICIBANK,2024-07-15,1219.451904296875,1216.352
Banking_ICICIBANK,2024-07-16,1229.3170166015625,1220.1584
Banking_ICICIBANK,2024-07-18,1239.6282958984375,1223.6267
Banking_ICICIBANK,2024-07-19,1237.992431640625,1227.1177
Banking_ICICIBANK,2024-07-22,1230.5563964843752,1230.4243
Banking_ICICIBANK,2024-07-23,1216.279296875,1233.2026
Banking_ICICIBANK,2024-07-24,1212.561279296875,1234.9813
Banking_ICICIBANK,2024-07-25,1187.675537109375,1235.8811
Banking_ICICIBANK,2024-07-26,1196.8961181640625,1235.2009
Banking_ICICIBANK,2024-07-29,1202.34912109375,1233.8384
Banking_ICICIBANK,2024-07-30,1199.126953125,1232.2555
Banking_ICICIBANK,2024-07-31,1204.530517578125,1230.4545
Banking_ICICIBANK,2024-08-01,1199.7713623046875,1228.7827
Banking_ICICIBANK,2024-08-02,1186.337158203125,1227.0767
Banking_ICICIBANK,2024-08-05,1162.5914306640625,1224.9031
Banking_ICICIBANK,2024-08-06,1156.8905029296875,1221.596
Banking_ICICIBANK,2024-08-07,1162.4427490234375,1217.4349
Banking_ICICIBANK,2024-08-08,1154.6597900390625,1213.0558
Banking_ICICIBANK,2024-08-09,1161.5999755859375,1208.385
Banking_ICICIBANK,2024-08-12,1172.800048828125,1203.9614
Banking_ICICIBANK,2024-08-13,1168.3499755859375,1200.2949
Banking_ICICIBANK,2024-08-14,1161.6500244140625,1197.1045
Banking_ICICIBANK,2024-08-16,1187.25,1194.1072
Banking_ICICIBANK,2024-08-19,1175.9000244140625,1192.3402
Banking_ICICIBANK,2024-08-20,1179.449951171875,1191.0215
Banking_ICICIBANK,2024-08-21,1174.8499755859375,1190.2067
Banking_ICICIBANK,2024-08-22,1191.0999755859375,1189.5856
Banking_ICICIBANK,2024-08-23,1203.5,1189.7454
Banking_ICICIBANK,2024-08-26,1213.300048828125,1190.8927
Banking_ICICIBANK,2024-08-27,1226.3499755859375,1193.038
Banking_ICICIBANK,2024-08-28,1223.8499755859375,1196.2773
Banking_ICICIBANK,2024-08-29,1221.9000244140625,1200.0365
Banking_ICICIBANK,2024-08-30,1229.199951171875,1203.938
Banking_ICICIBANK,2024-09-02,1229.949951171875,1208.0685
Banking_ICICIBANK,2024-09-03,1247.699951171875,1212.2213
Banking_ICICIBANK,2024-09-04,1236.3499755859375,1216.9094
Banking_ICICIBANK,2024-09-05,1235.949951171875,1221.3387
Banking_ICICIBANK,2024-09-06,1208.1500244140625,1225.4231
Banking_ICICIBANK,2024-09-09,1235.0,1228.0613
Banking_ICICIBANK,2024-09-10,1237.300048828125,1230.6592
Banking_ICICIBANK,2024-09-11,1236.3499755859375,1233.1926
Banking_ICICIBANK,2024-09-12,1252.1500244140625,1235.5526
Banking_ICICIBANK,2024-09-13,1250.3499755859375,1238.3099
Banking_ICICIBANK,2024-09-16,1262.8499755859375,1241.1542
Banking_ICICIBANK,2024-09-17,1268.0999755859375,1244.4293
Banking_ICICIBANK,2024-09-18,1288.3499755859375,1248.0632
Banking_ICICIBANK,2024-09-19,1292.0,1252.5682
