Stock,Date,Actual,Predicted
Banking_HDFCBANK,2024-06-11,1564.800048828125,1500.4656
Banking_HDFCBANK,2024-06-12,1574.1500244140625,1505.8379
Banking_HDFCBANK,2024-06-13,1580.75,1511.1848
Banking_HDFCBANK,2024-06-14,1596.9000244140625,1516.5372
Banking_HDFCBANK,2024-06-18,1607.800048828125,1522.3105
Banking_HDFCBANK,2024-06-19,1657.8499755859373,1528.5354
Banking_HDFCBANK,2024-06-20,1669.3499755859375,1536.8167
Banking_HDFCBANK,2024-06-21,1665.7499999999998,1546.5077
Banking_HDFCBANK,2024-06-24,1672.4000244140625,1556.5806
Banking_HDFCBANK,2024-06-25,1711.3499755859375,1566.7697
Banking_HDFCBANK,2024-06-26,1701.5,1578.1764
Banking_HDFCBANK,2024-06-27,1696.1500244140625,1589.438
Banking_HDFCBANK,2024-06-28,1683.800048828125,1599.9268
Banking_HDFCBANK,2024-07-01,1705.199951171875,1608.9548
Banking_HDFCBANK,2024-07-02,1730.5999755859377,1617.5054
Banking_HDFCBANK,2024-07-03,1768.6500244140625,1626.3486
Banking_HDFCBANK,2024-07-04,1727.1500244140625,1636.4982
Banking_HDFCBANK,2024-07-05,1648.0999755859375,1645.3213
Banking_HDFCBANK,2024-07-08,1635.3499755859375,1649.7463
Banking_HDFCBANK,2024-07-09,1636.5,1650.6788
Banking_HDFCBANK,2024-07-10,1626.0999755859375,1649.2795
Banking_HDFCBANK,2024-07-11,1621.9000244140625,1645.9211
Banking_HDFCBANK,2024-07-12,1622.699951171875,1641.2258
Banking_HDFCBANK,2024-07-15,1622.0999755859375,1635.8635
Banking_HDFCBANK,2024-07-16,1619.75,1630.2482
Banking_HDFCBANK,2024-07-18,1614.800048828125,1624.6049
Banking_HDFCBANK,2024-07-19,1607.300048828125,1618.9872
Banking_HDFCBANK,2024-07-22,1642.5500488281252,1613.332
Banking_HDFCBANK,2024-07-23,1618.4000244140625,1609.3484
Banking_HDFCBANK,2024-07-24,1604.050048828125,1605.5975
Banking_HDFCBANK,2024-07-25,1616.5999755859375,1601.6387
Banking_HDFCBANK,2024-07-26,1618.1500244140625,1598.2543
Banking_HDFCBANK,2024-07-29,1605.050048828125,1595.4352
Banking_HDFCBANK,2024-07-30,1615.5500488281248,1592.5795
